id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Hospital Name,info
Hospital #0,Anantpur,Andhra Pradesh,Ananthapuramu,219.608,14.696532573816466,77.5845696812239,4.1,229,Columbia Asia Hospital 1,Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1903,Chennai,Tamilnadu,Chennai,17000.0,13.094434716004926,80.23620818618518,4.8,2401,Artemis Hospital 1913,Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist)
Hospital #1904,Chennai,Tamilnadu,Chennai,17000.0,12.9799291609038,80.22598989282767,4.3,1205,BLK Hospital 1914,Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Nair (Orthopedic)
Hospital #1905,Chennai,Tamilnadu,Chennai,17000.0,12.928087043395482,80.15761525015297,4.3,172,Wockhardt Hospital 1915,Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #1906,Chennai,Tamilnadu,Chennai,17000.0,13.06664094880389,80.19164329892025,4.6,2480,Fortis Hospital 1916,Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist)
Hospital #1907,Chennai,Tamilnadu,Chennai,17000.0,12.968623570383894,80.2382963135038,4.7,1310,Saket City Hospital 1917,Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician)
Hospital #1908,Chennai,Tamilnadu,Chennai,17000.0,13.069473659854552,80.0829823791538,4.6,1979,Aster Hospital 1918,Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist)
Hospital #1909,Chennai,Tamilnadu,Chennai,17000.0,13.118786649973313,80.22821326178392,4.7,1615,Indraprastha Hospital 1919,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist)
Hospital #1910,Chennai,Tamilnadu,Chennai,17000.0,13.144312109710391,80.29766394524121,3.3,160,Apollo Hospital 1920,Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic)
Hospital #1911,Chennai,Tamilnadu,Chennai,17000.0,13.059516427389742,80.18052892369914,4.6,675,Max Hospital 1921,Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist)
Hospital #1912,Chennai,Tamilnadu,Chennai,17000.0,13.07105241872593,80.20062180431626,4.7,2100,Manipal Hospital 1922,Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist)
Hospital #1913,Chennai,Tamilnadu,Chennai,17000.0,13.018977329062103,80.14541112511803,4.2,201,Medanta Hospital 1923,Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist)
Hospital #1914,Chennai,Tamilnadu,Chennai,17000.0,13.092692508177484,80.18775314242832,4.5,1397,Max Hospital 1924,Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician)
Hospital #1915,Chennai,Tamilnadu,Chennai,17000.0,12.935517878225792,80.17338409791807,4.2,348,Artemis Hospital 1925,Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #1916,Chennai,Tamilnadu,Chennai,17000.0,12.973989220575536,80.2094265929315,4.0,314,Primus Hospital 1926,Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist)
Hospital #1917,Chennai,Tamilnadu,Chennai,17000.0,13.122379978101517,80.15041553251079,4.1,229,Manipal Hospital 1927,Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Das (Pediatrician)
Hospital #1918,Chennai,Tamilnadu,Chennai,17000.0,13.083656815721834,80.16306369341446,4.7,335,Indraprastha Hospital 1928,Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist)
Hospital #1919,Chennai,Tamilnadu,Chennai,17000.0,12.900555971753398,80.233402054185,3.6,305,Narayana Hospital 1929,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1920,Chennai,Tamilnadu,Chennai,17000.0,13.047360692507777,80.24719878975768,3.6,305,Indraprastha Hospital 1930,Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician)
Hospital #1921,Chennai,Tamilnadu,Chennai,17000.0,13.126580337698734,80.26399091959594,3.7,164,Wockhardt Hospital 1931,Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist)
Hospital #1922,Chennai,Tamilnadu,Chennai,17000.0,12.994278248844845,80.17348271613655,4.3,284,Medanta Hospital 1932,Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist)
Hospital #1923,Chennai,Tamilnadu,Chennai,17000.0,13.016965943802674,80.10281320899136,4.3,991,Apollo Hospital 1933,Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist)
Hospital #1924,Chennai,Tamilnadu,Chennai,17000.0,12.83888095581598,80.16869827299939,4.1,261,Indraprastha Hospital 1934,Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #1925,Chennai,Tamilnadu,Chennai,17000.0,13.079204622772952,80.23177818185111,4.6,7436,Columbia Asia Hospital 1935,Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist)
Hospital #1926,Chennai,Tamilnadu,Chennai,17000.0,12.900119486700092,80.22025304320223,4.7,769,Narayana Hospital 1936,Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #1927,Chennai,Tamilnadu,Chennai,17000.0,12.929142351694672,80.2439421209749,4.3,257,Max Hospital 1937,Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist)
Hospital #1928,Chennai,Tamilnadu,Chennai,17000.0,13.001382064430825,80.17352232726653,4.3,105,Aster Hospital 1938,Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #1929,Coimbatore,Tamilnadu,Coimbatore,748.0,11.124474303428215,76.92308468218621,4.2,199,Fortis Hospital 1939,Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician)
Hospital #1930,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07331689951555,76.85800190142247,3.9,307,Columbia Asia Hospital 1940,Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist)
Hospital #1931,Coimbatore,Tamilnadu,Coimbatore,748.0,10.983782398343216,76.84395188328507,3.8,761,Paras Hospital 1941,Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist)
Hospital #1932,Coimbatore,Tamilnadu,Coimbatore,748.0,11.09038285544844,76.95083950726207,4.1,562,Narayana Hospital 1942,Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1933,Coimbatore,Tamilnadu,Coimbatore,748.0,11.047143927112035,76.94359506744372,3.4,153,Aster Hospital 1943,Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1934,Coimbatore,Tamilnadu,Coimbatore,748.0,10.98540148651528,76.9206052648036,2.9,54,Aster Hospital 1944,Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist)
Hospital #1935,Coimbatore,Tamilnadu,Coimbatore,748.0,10.99866140487071,76.99351140900451,4.2,2741,Manipal Hospital 1945,Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic)
Hospital #1936,Coimbatore,Tamilnadu,Coimbatore,748.0,11.105644335403737,76.83312934365237,4.1,129,Narayana Hospital 1946,Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist)
Hospital #1937,Coimbatore,Tamilnadu,Coimbatore,748.0,10.986201229341606,76.95729923760427,4.8,5926,Apollo Hospital 1947,Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist)
Hospital #1938,Coimbatore,Tamilnadu,Coimbatore,748.0,11.042816880411294,76.99395345054273,3.2,1576,Artemis Hospital 1948,Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic)
Hospital #1939,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07166341511427,76.72099926539656,2.7,112,Medanta Hospital 1949,Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist)
Hospital #1940,Coimbatore,Tamilnadu,Coimbatore,748.0,11.037380870841677,77.02236063759695,3.5,2073,Paras Hospital 1950,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1941,Coimbatore,Tamilnadu,Coimbatore,748.0,9.305220018681196,78.87877062459685,3.3,44,Medanta Hospital 1951,Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician)
Hospital #1942,Coimbatore,Tamilnadu,Coimbatore,748.0,9.36384066861972,78.81704108034313,4.8,67,Max Hospital 1952,Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1943,Coimbatore,Tamilnadu,Coimbatore,748.0,11.036765045864882,76.90283586581134,4.8,544,Max Hospital 1953,Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist)
Hospital #1944,Coimbatore,Tamilnadu,Coimbatore,748.0,10.908638715650332,77.19378155595624,3.5,102,Medanta Hospital 1954,Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician)
Hospital #1945,Coimbatore,Tamilnadu,Coimbatore,748.0,11.088368565292871,76.92012459134159,4.1,325,Indraprastha Hospital 1955,Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist)
Hospital #1946,Coimbatore,Tamilnadu,Coimbatore,748.0,11.110297625760282,77.01442108615801,4.4,314,Apollo Hospital 1956,Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic)
Hospital #1947,Coimbatore,Tamilnadu,Coimbatore,748.0,10.739075062131032,76.97706002292304,3.3,74,BLK Hospital 1957,Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist)
Hospital #1948,Coimbatore,Tamilnadu,Coimbatore,748.0,10.993705189453877,77.1519436697456,3.4,132,Indraprastha Hospital 1958,Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist)
Hospital #1949,Coimbatore,Tamilnadu,Coimbatore,748.0,11.021687705998684,77.01944836235819,4.0,2082,Primus Hospital 1959,Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1950,Coimbatore,Tamilnadu,Coimbatore,748.0,10.93050510208137,76.86481440288664,4.1,188,Indraprastha Hospital 1960,Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist)
Hospital #1951,Coimbatore,Tamilnadu,Coimbatore,748.0,10.965622148880009,77.08119502503794,4.1,652,Fortis Hospital 1961,Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1952,Coimbatore,Tamilnadu,Coimbatore,748.0,11.056886316007333,77.09513584638432,4.6,5519,Global Hospital 1962,Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Verma (Neurologist)
Hospital #1953,Coimbatore,Tamilnadu,Coimbatore,748.0,11.006460831777158,76.96293776663545,4.4,1694,Artemis Hospital 1963,Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist)
Hospital #1954,Coimbatore,Tamilnadu,Coimbatore,748.0,10.944696438832173,76.82837768257853,4.2,76,Fortis Hospital 1964,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1955,Coimbatore,Tamilnadu,Coimbatore,748.0,11.017538423504815,76.777926448003,3.3,241,Manipal Hospital 1965,Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist)
Hospital #1956,Coimbatore,Tamilnadu,Coimbatore,748.0,11.044478378714269,76.93465168907186,4.1,229,Global Hospital 1966,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1957,Cuddalore,Tamilnadu,Cuddalore,702.0,11.705866954168648,79.7083072597353,2.9,78,Global Hospital 1967,Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist)
Hospital #1958,Erode,Tamilnadu,Erode,397.0,11.355731095064172,77.72015678139577,4.7,895,Narayana Hospital 1968,Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist)
Hospital #1959,Erode,Tamilnadu,Erode,397.0,11.409644804998056,77.81326732742949,4.1,229,Apollo Hospital 1969,Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1960,Erode,Tamilnadu,Erode,397.0,11.312918635598855,77.74655713241278,4.0,401,Apollo Hospital 1970,Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist)
Hospital #1961,Erode,Tamilnadu,Erode,397.0,11.301652154112,77.7454603674892,4.7,812,Global Hospital 1971,Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic)
Hospital #1962,Hosur,Tamilnadu,Krishnagiri,370.0,12.744472746581245,77.80532260692276,4.4,310,Primus Hospital 1972,Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist)
Hospital #1963,Hosur,Tamilnadu,Krishnagiri,370.0,12.899479414986931,79.82205424154664,2.0,4,Indraprastha Hospital 1973,Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist)
Hospital #1964,Kanchipuram,Tamilnadu,Kanchipuram,704.0,12.904114503572323,80.03034561046296,4.5,174,Narayana Hospital 1974,Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist)
Hospital #1965,Kanyakumari,Tamilnadu,Kanyakumari,1106.0,10.086975341722706,78.73657486956311,3.8,69,Artemis Hospital 1975,Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic)
Hospital #1966,Karaikudi,Tamilnadu,Sivaganga,324.0,10.080092762349842,78.69978886302856,4.8,4422,Global Hospital 1976,Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist)
Hospital #1967,Karur,Tamilnadu,Karur,371.0,10.925390886899365,77.97820233384765,4.6,253,Columbia Asia Hospital 1977,Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Das (Pediatrician)
Hospital #1968,Karur,Tamilnadu,Karur,371.0,10.965261775667493,78.09204863823176,4.8,5174,Max Hospital 1978,Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1969,Madurai,Tamilnadu,Madurai,823.0,9.939013820762074,78.12390625316371,4.3,1414,Max Hospital 1979,Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist)
Hospital #1970,Madurai,Tamilnadu,Madurai,823.0,9.930477725954212,78.13744616899568,4.7,20771,Fortis Hospital 1980,Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist)
Hospital #1971,Madurai,Tamilnadu,Madurai,823.0,9.930082353387837,78.14781752149008,4.3,210,Manipal Hospital 1981,Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1972,Madurai,Tamilnadu,Madurai,823.0,10.066372090720051,77.98979752000473,4.5,4,Saket City Hospital 1982,Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist)
Hospital #1973,Madurai,Tamilnadu,Madurai,823.0,9.972990490165344,78.1434941572062,4.1,234,Saket City Hospital 1983,Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist)
Hospital #1974,Madurai,Tamilnadu,Madurai,823.0,9.992979252741588,78.12667630175481,4.0,372,Max Hospital 1984,Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist)
Hospital #1975,Madurai,Tamilnadu,Madurai,823.0,9.871940309507533,78.14147649113104,4.5,641,BLK Hospital 1985,Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician)
Hospital #1976,Madurai,Tamilnadu,Madurai,823.0,9.943742602025663,78.12284083191793,4.2,62,Aster Hospital 1986,Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist)
Hospital #1977,Madurai,Tamilnadu,Madurai,823.0,9.949836262369269,78.16287698348978,4.3,2057,Fortis Hospital 1987,Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist)
Hospital #1978,Madurai,Tamilnadu,Madurai,823.0,9.8765063037625,78.08590958905108,3.7,68,Saket City Hospital 1988,Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist)
Hospital #1979,Madurai,Tamilnadu,Madurai,823.0,10.02731749154535,78.07017958185592,5.0,1,Max Hospital 1989,Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist)
Hospital #1980,Madurai,Tamilnadu,Madurai,823.0,9.96323004135407,78.10811694932795,4.9,422,Manipal Hospital 1990,Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #1981,Madurai,Tamilnadu,Madurai,823.0,9.896561619182904,78.09626719318419,3.8,15,Saket City Hospital 1991,Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist)
Hospital #1982,Madurai,Tamilnadu,Madurai,823.0,10.07814309718768,78.06187230690112,3.2,7,Indraprastha Hospital 1992,Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist)
Hospital #1983,Marthandam,Tamilnadu,Kanyakumari,1106.0,8.149180190132999,77.41312775491309,3.8,134,Indraprastha Hospital 1993,Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #1984,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.194979784989318,77.37822172153508,3.9,489,Apollo Hospital 1994,Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic)
Hospital #1985,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.322551610729874,77.21715390415251,5.0,3,Primus Hospital 1995,Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1986,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.174857127447332,77.41556291425789,4.7,698,Apollo Hospital 1996,Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1987,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.195444507059925,77.41102751323785,4.8,740,Artemis Hospital 1997,Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #1988,Namakkal,Tamilnadu,Namakkal,506.0,11.329114852953794,78.15037349539317,4.0,120,Global Hospital 1998,Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist)
Hospital #1989,Namakkal,Tamilnadu,Namakkal,506.0,11.285418746533388,78.01432905203048,3.3,61,Columbia Asia Hospital 1999,Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician)
Hospital #1990,Namakkal,Tamilnadu,Namakkal,506.0,11.038568975522384,78.23573053367535,4.7,25,Apollo Hospital 2000,Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1991,Ooty,Tamilnadu,Nilgiris,288.0,11.4009375,76.6991179,4.5,1154,Paras Hospital 2001,Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1992,Pollachi,Tamilnadu,Coimbatore,748.0,10.725191472960976,76.81627342614556,4.9,3,Saket City Hospital 2002,Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist)
Hospital #1993,Pollachi,Tamilnadu,Coimbatore,748.0,10.67015847944041,76.9993292232717,4.5,511,BLK Hospital 2003,Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist)
Hospital #1994,Pollachi,Tamilnadu,Coimbatore,748.0,10.677101094808297,77.01087919674023,3.8,147,Wockhardt Hospital 2004,Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist)
Hospital #1995,Pudukkottai,Tamilnadu,Pudukkottai,348.0,10.3764375,78.8222429,4.7,1452,Narayana Hospital 2005,Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist)
Hospital #1996,Salem,Tamilnadu,Salem,663.0,11.597236114663753,77.93108575577611,3.6,65,Max Hospital 2006,Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist)
